id,type,name,weight,volume
chem_compositionb,ITEM,chem_compositionb,1 g,300 ml
chem_hmtd,ITEM,chem_hmtd,1 g,140 ml
chem_apex,ITEM,chem_apex,1 g,140 ml
chem_rocket_fuel,ITEM,chem_rocket_fuel,70 g,250 ml
pur_tablets,ITEM,water purification tablet,1 g,2 ml
hickory_root,ITEM,hickory root,500 g,500 ml
hickory_nut,ITEM,hickory_nut,212 g,250 ml
pecan,ITEM,pecan,212 g,250 ml
pistachio,ITEM,pistachio,180 g,250 ml
almond,ITEM,almond,212 g,250 ml
peanut,ITEM,peanut,200 g,250 ml
hazelnut,ITEM,hazelnut,212 g,250 ml
chestnut,ITEM,chestnut,240 g,250 ml
walnut,ITEM,walnut,240 g,250 ml
butternut,ITEM,butternut,240 g,250 ml
butternut_husk,ITEM,butternut_husk,210 g,250 ml
water_sewage,ITEM,water_sewage,262 g,250 ml
detergent,ITEM,detergent,7500 mg,250 ml
soap_flakes,ITEM,soap_flakes,4 g,250 ml
lye,ITEM,lye,125 g,250 ml
lye_potassium,ITEM,lye_potassium,125 g,250 ml
nanomaterial,ITEM,nanomaterial canister,250 g,15 L
ash,ITEM,ash,1 g,164 ml
corpse_ash,ITEM,corpse_ash,1 g,104 ml
ether,ITEM,ether,713 mg,1 ml
chem_DMSO,ITEM,chem_DMSO,1100 mg,1 ml
chem_chloroform,ITEM,chem_chloroform,1489 mg,1 ml
chem_phenol,ITEM,chem_phenol,1070 mg,1 ml
chem_benzene,ITEM,chem_benzene,877 mg,1 ml
chem_toluene,ITEM,chem_toluene,870 mg,1 ml
chem_glycerol,ITEM,chem_glycerol,20 g,15 ml
chem_peptone_broth,ITEM,chem_peptone_broth,1 g,2 ml
chem_agar,ITEM,chem_agar,1 g,1 ml
chem_acrylamide,ITEM,chem_acrylamide,1 g,2 ml
steel_grille,ITEM,steel grille,600 g,250 ml
cobalt_60,ITEM,cobalt-60 pellet,80 g,90 ml
wooden_bead,ITEM,wooden bead,1 g,250 ml
rosin,ITEM,rosin,1 g,10 ml
acetylene,ITEM,acetylene,40 g,250 ml
formic_acid,ITEM,formic_acid,204 g,250 ml
latex,ITEM,latex,500 mg,50 ml
chem_citric_acid,ITEM,chem_citric_acid,1 g,2 ml
venom_wasp,ITEM,wasp venom gland,,
venom_bee,ITEM,bee venom gland,,
venom_paralytic,ITEM,sac of paralytic venom,,
triffid_fungicide,ITEM,sac of triffid fungicide,,
conc_venom,ITEM,conc_venom,5 g,5 ml
conc_paralytic,ITEM,conc_paralytic,,
rocuronium,ITEM,rocuronium,10 g,10 ml
red_phosphorous,ITEM,red_phosphorous,10 g,5 ml
red_phosphorous_small,ITEM,red_phosphorous_small,100 mg,5 ml
white_phosphorous,ITEM,white_phosphorous,7500 mg,5 ml
acetic_anhydride,ITEM,acetic_anhydride,54100 mg,50 ml
iodine_crystal,ITEM,iodine_crystal,3500 mg,100 ml
liquid_soap,ITEM,liquid_soap,46 g,250 ml
pine_resin,ITEM,pine_resin,250 g,250 ml
silicone,ITEM,silicone,2480 mg,100 ml
blood_acid,ITEM,blood_acid,,
blood_acid_insect,ITEM,blood_acid_insect,305 g,250 ml
blood_acid_plant,ITEM,blood_acid_plant,,
blood_acid_underground,ITEM,blood_acid_underground,352 g,
exodii_ceramic_patch,ITEM,exodii_ceramic_patch,65 g,500 ml
glue_weak,ITEM,glue_weak,1 g,100 ml
glue_strong,ITEM,glue_strong,,
breadboard,ITEM,breadboard,100 g,80 ml
magnetron,ITEM,magnetron,954 g,4 L
flux_comp_gen,ITEM,explosively pumped flux compression generator,3589 g,10455 ml
melchior_platter,ITEM,supercomputer platter,12 kg,1000 ml
fake_crafting_tool,ITEM,fake crafting tool,,
spinwheelitem,ITEM,spinning wheel,,
scutcheritem,ITEM,stationary scutcher,,
fake_burrowing,ITEM,fake_burrowing,,
internal_mp3_music,ITEM,WearMan Music,,
internal_mp3_radio,ITEM,WearMan Radio,,
integrated_pat_radio,ITEM,Infolink: Call Pat,,
integrated_pat_transponder,ITEM,Infolink: Pat's Transponder (off),,
integrated_pat_transponder_on,ITEM,Infolink: Pat's Transponder (on),,
integrated_ar,ITEM,Integrated AR System,,
fake_goggles,ITEM,fake_goggles,,
bio_scalpel,ITEM,bio_scalpel,,
fake_razor,ITEM,bionic razor,,
fake_sharp_metal_wreckage,ITEM,sharp piece of wreckage,,
boulder_anvil,ITEM,boulder anvil,,
fake_anvil,ITEM,anvil,,
fake_anvil_heavy,ITEM,heavy anvil,,
fake_milling_item,ITEM,fake_milling_item,,
fake_smoke_plume,ITEM,fake_smoke_plume,,
fake_firestarter,ITEM,bionic firestarter,,
fake_radio,ITEM,bionic radio,,
fake_tire_changer,ITEM,tire changer,,
fake_power_tool,ITEM,fake power tool,,
fake_arc_furnace,ITEM,arc furnace,,
fake_beverly_shear,ITEM,Beverly shear,,
drill_press_tool,ITEM,drill press,,
glassblowers_crucible_tool,ITEM,glassblower's crucible,,
tablesaw_tool,ITEM,table saw,,
mitresaw_tool,ITEM,mitre saw,,
bandsaw_tool,ITEM,band saw,,
router_tool,ITEM,router,,
planer_tool,ITEM,planer,,
jointer_tool,ITEM,jointer,,
catalytic_cracking_reactor_tool,ITEM,catalytic cracking reactor,,
hydraulic_press_tool,ITEM,hydraulic press,,
heavy_lathe_tool,ITEM,power lathe,,
air_compressor_tool,ITEM,air compressor,,
pseudo_exercise_machine,ITEM,exercise machine,,
pseudo_punching_bag,ITEM,heavy punching bag,,
pseudo_ergometer_mechanical,ITEM,mechanical ergometer,,
pseudo_treadmill_mechanical,ITEM,gravity treadmill,,
pseudo_training_dummy_light,ITEM,training dummy,,
pseudo_training_dummy_heavy,ITEM,armored training dummy,,
pseudo_archery_target_box,ITEM,box archery target,,
pseudo_archery_target_bale,ITEM,bale archery target,,
pseudo_magazine,ITEM,pseudo magazine,,
fake_lift_light,ITEM,light hoist,,
fake_lift_medium,ITEM,sturdy hoist,,
fake_lift_heavy,ITEM,heavy-duty hoist,,
pseudo_app_oxygen_concentrator,ITEM,oxygen concentrator,,
pseudo_app_hd_compressor_unit,ITEM,high pressure compressor unit,,
concrete_mix_tool,ITEM,concrete mixer,,
debug_item_search,ITEM,debug item search,,
fake_dynamite_50lbs,ITEM,fake 50lbs dynamite car bomb,22680 g,15020 ml
fake_lathe,ITEM,lathe,,
fake_mill_vertical,ITEM,vertical mill,,
fake_deep_fryer,ITEM,deep fryer,,
fake_oil_press_industrial,ITEM,industrial oil press,,
hoof_pick,ITEM,hoof pick,240 g,240 ml
horseshoe_pliers,ITEM,horseshoe puller,938 g,1066 ml
nail_puller,ITEM,nail puller,938 g,1066 ml
hoof_tester,ITEM,hoof tester,621 g,1066 ml
hoof_nippers,ITEM,pair of nippers,621 g,1025 ml
hoof_rasp,ITEM,rasp,336 g,250 ml
pritchel,ITEM,pritchel,240 g,155 ml
clinch_block,ITEM,clinch block,240 g,155 ml
clinch_pliers,ITEM,pair of clinchers,938 g,1066 ml
clinch_cutter,ITEM,clinch cutter,938 g,1000 ml
hoof_stand,ITEM,hoof stand,938 g,900 ml
horseshoe,ITEM,horseshoe,938 g,1000 ml
magic_8_ball,ITEM,Magic 8-Ball,40 g,150 ml
deck_of_cards,ITEM,deck of cards,50 g,100 ml
deck_of_tarot_cards,ITEM,deck of tarot cards,,
family_photo,ITEM,family photo,1 g,5 ml
pom_poms,ITEM,pom_poms,150 g,250 ml
polaroid_photo,ITEM,polaroid photo,1 g,5 ml
jigsaw,ITEM,Jigsaw puzzle,410 g,2200 ml
tic_tac,ITEM,tic-tac-toe set,100 g,500 ml
makeshift_dominoes,ITEM,makeshift dominoes set,100 g,500 ml
small_checkboard,ITEM,compact checkerboard,200 g,1000 ml
chess,ITEM,chess set,550 g,2400 ml
small_chess,ITEM,compact chess set,275 g,1200 ml
checkers,ITEM,checkers set,788 g,1500 ml
tangram,ITEM,tangram set,788 g,1500 ml
chinese_checkers,ITEM,Chinese checkers set,2072 g,4720 ml
mancala,ITEM,mancala set,1313 g,4668 ml
connect_four,ITEM,Four in a Row set,680 g,600 ml
rummy,ITEM,Rummy-o set,907 g,1000 ml
othello,ITEM,Reversi set,900 g,1300 ml
scrabble,ITEM,Scrabble Letters set,907 g,1000 ml
small_checkers,ITEM,compact checkers set,394 g,750 ml
makeshift_checkers,ITEM,makeshift checkers set,100 g,500 ml
pictionary,ITEM,Picturesque,350 g,500 ml
monopoly,ITEM,Capitalism,300 g,500 ml
ouija,ITEM,Ouija board,357 g,1000 ml
dnd,ITEM,Blobs and Bandits,680 g,1250 ml
dnd_2,ITEM,Wayfinder,680 g,1250 ml
dnd_3,ITEM,Dawn of Man,680 g,1250 ml
g_warhammer,ITEM,Battlehammer,680 g,1250 ml
g_warhammer40k,ITEM,Battlehammer 20k,680 g,1250 ml
catan,ITEM,Settlers of the Ranch,804 g,1250 ml
agricola,ITEM,Farmland,904 g,1350 ml
soyang,ITEM,Soyang Farmers,904 g,1350 ml
friday,ITEM,Survival Island,708 g,1250 ml
nemo,ITEM,Nemo's Sea,904 g,1250 ml
knight_mage,ITEM,Knight Mage,1120 g,1850 ml
pandemic,ITEM,Pathogen,830 g,1300 ml
scythe_game,ITEM,Steam Gears,964 g,1350 ml
spirit_island,ITEM,Deity Island,804 g,1250 ml
terraforming_mercury,ITEM,Terraforming - Mercury,1104 g,1500 ml
viticulture,ITEM,Vigneto,904 g,1350 ml
feast_for_odin,ITEM,For Odin,1004 g,1250 ml
fields_of_arle,ITEM,Arle Lands,904 g,1250 ml
gloomhaven,ITEM,Enigma Emporium,904 g,1250 ml
le_havre,ITEM,Le Pourt: The Inland Port,904 g,1250 ml
mansions_of_madness,ITEM,Crazy Mansions,804 g,1250 ml
world_nations,ITEM,World Nations,904 g,1260 ml
senet,ITEM,senet set,800 g,2630 ml
mahjong,ITEM,mahjong set,4000 g,4345 ml
chaturanga,ITEM,chaturanga chess set,2593 g,5719 ml
backgammon,ITEM,backgammon set,1560 g,3073 ml
latrunculi,ITEM,latrunculi set,350 g,1977 ml
go,ITEM,go set,780 g,1299 ml
shogi,ITEM,shogi set,2571 g,3033 ml
hnefatafl,ITEM,hnefatafl set,900 g,5420 ml
alquerque,ITEM,alquerque set,880 g,2774 ml
domino,ITEM,dominoes set,120 g,241 ml
jackstraws,ITEM,jackstraws set,82 g,798 ml
snakesnladders,ITEM,snakesnladders,300 g,1800 ml
ludo,ITEM,Ludo,420 g,2981 ml
poppirate,ITEM,Pop-up Pirate,1500 g,8519 ml
ambush,ITEM,ambush,1020 g,3363 ml
ranger,ITEM,ranger,1090 g,5112 ml
openfire,ITEM,openfire,840 g,3660 ml
battleship,ITEM,Warships,450 g,500 ml
clue,ITEM,Murder Mystery,370 g,500 ml
old_key,ITEM,key,8 g,2 ml
cigar_cutter,ITEM,cigar cutter,52 g,13 ml
cigar_punch,ITEM,cigar punch,25 g,20 ml
xedra_seismograph,ITEM,portable seismograph,5000 g,15750 ml
xedra_microphone,ITEM,NRE microphone,745 g,2100 ml
incense,ITEM,incense,2 g,50 ml
trade_writ,ITEM,writ of trade,1 g,5 ml
ruler,ITEM,ruler,9 g,10 ml
eraser,ITEM,eraser,4 g,10 ml
sharpener,ITEM,pencil sharpener,7 g,10 ml
doormat,ITEM,doormat,1500 g,3 L
LIXA_lab_file,ITEM,LIXA on-site staff notice,,
LIXA_generic_file,ITEM,LIXA data file,,
LIXA_mil_file,ITEM,LIXA military notice,,
LIXA_lab_postit,ITEM,cyan post-it note,,
glass_book,ITEM,battered glass storybook,600 g,400 ml
glass_apple,ITEM,withered glass apple,150 g,100 ml
glass_boat,ITEM,broken glass boat,350 g,500 ml
black_glass_shard,ITEM,black glass shard,75 g,30 ml
sketch,ITEM,sketch,,
painting,ITEM,painting,,
sculpture_rock,ITEM,stone sculpture,7884 g,20813 ml
sculpture_clay,ITEM,clay sculpture,150 g,94 ml
butterfly_net_collapsible,ITEM,collapsible butterfly net,247 g,780 ml
butterfly_net_collapsible_extended,ITEM,collapsible butterfly net (extended),,
butterfly_net_makeshift,ITEM,butterfly net,376 g,865 ml
gun_lock,ITEM,gun cable lock,83 g,53 ml
alien_leaves,ITEM,handful of alien leaves,,
chem_ethanol,ITEM,chem_ethanol,1 g,200ml
methed_alcohol,ITEM,methed_alcohol,,
denat_alcohol,ITEM,denat_alcohol,,
chem_methanol,ITEM,chem_methanol,,
chem_methanol_fuelcell,ITEM,chem_methanol_fuelcell,198 mg,50ml
diesel,ITEM,diesel,850 mg,200ml
jp8,ITEM,jp8,840 mg,200ml
avgas,ITEM,avgas,690 mg,200ml
biodiesel,ITEM,biodiesel,875 mg,
gasoline,ITEM,gasoline,750 mg,200ml
lamp_oil,ITEM,lamp_oil,810 mg,200ml
motor_oil,ITEM,motor_oil,950 mg,200ml
crude_oil,ITEM,crude_oil,800 mg,200ml
napalm,ITEM,napalm,1400 mg,1 ml
gelled_gasoline,ITEM,gelled_gasoline,,
flamethrower_fuel,ITEM,flamethrower_fuel,,
propane,ITEM,propane,493 mg,200ml
biogas,ITEM,biogas,,
chem_turpentine,ITEM,chem_turpentine,1 g,200ml
camphine,ITEM,camphine,1 g,200ml
crude_lamp_oil,ITEM,crude_lamp_oil,810 mg,200ml
animal,ITEM,animal,,1 L
fire,ITEM,fire,,1 ml
cottonwood_tree_boll,ITEM,cottonwood tree boll,5 g,250 ml
muscle,ITEM,muscle,,1 L
wind,ITEM,wind,,1 L
sunlight,ITEM,sunlight,,1 L
metabolism,ITEM,metabolism,,1 L
apparatus,ITEM,apparatus,,0 ml
null,ITEM,null,,0 ml
file,ITEM,file,15 g,50 ml
log_immersion27,ITEM,INCIDENT REPORT: IMMERSION-27A,,
report_t_substrate,ITEM,report_t_substrate,,
HAADF_t_substrate,ITEM,HAADF_t_substrate,,
monitoring_equipment_doc,ITEM,XEDRA document,,
artifact_scp_doc,ITEM,artifact_scp_doc,,
melchior_science_doc,ITEM,MELCHIOR report,,
msu14_password,ITEM,annotated paper scrap,1 g,4 ml
small_printout_portal_storm_data,ITEM,short NRE printout,1 g,4 ml
medium_printout_portal_storm_data,ITEM,NRE printout,3 g,8 ml
large_printout_portal_storm_data,ITEM,long NRE printout,10 g,50 ml
nre_anomaly_printout_data,ITEM,NRE anomaly printout,10 g,50 ml
fp_loyalty_card,ITEM,Foodplace loyalty card,3 g,5 ml
twig,ITEM,twig,40 g,100 ml
leaves,ITEM,handful of leaves,30 g,100 ml
withered,ITEM,withered plant,20 g,250 ml
dry_seaweed,ITEM,dry_seaweed,10 g,10 ml
dry_seaweed_pile,ITEM,dry_seaweed_pile,200 g,200 ml
fertilizer,ITEM,fertilizer,,
chain,ITEM,steel chain,3628 g,1 L
chitin_piece,ITEM,chunk of chitin,89 g,250 ml
endochitin,ITEM,strand of endochitin,89 g,300 ml
mutant_bug_hydrogen_sacs,ITEM,cluster of gas sacs,50 g,250 ml
ballast,ITEM,ballast organs,50 g,250 ml
acidchitin_piece,ITEM,chunk of biosilicified chitin,,
bundle_rag,ITEM,bundle of cotton patches,250 g,500 ml
bundle_cotton,ITEM,bundle of cotton sheets,500 g,1000 ml
bundle_leather,ITEM,bundle of leather,1250 g,1150 ml
bundle_wool,ITEM,bundle of felt,300 g,1 L
bundle_nylon,ITEM,bundle of synthetic fabric,287500 mg,250 ml
bundle_plank,ITEM,bundle of planks,24400 g,41300 ml
bundle_rebar,ITEM,bundle of rebar,12500 g,1600 ml
bundle_pipe,ITEM,bundle of pipes,6432 g,3700 ml
bundle_copper_pipe,ITEM,bundle of copper tubing,3400 g,3700 ml
bundle_branch,ITEM,bundle of sticks,15 kg,30 L
bundle_branch_long,ITEM,bundle of long sticks,15 kg,30 L
bundle_javelin,ITEM,bundle of javelins,3 kg,7 L
sample_t_substrate,ITEM,t-substrate sample,100 g,250 ml
biollante_bud,ITEM,biollante bud,60 g,250 ml
canister_empty,ITEM,empty canister,40 g,263 ml
petrified_eye,ITEM,petrified eye,700 g,250 ml
spiral_stone,ITEM,spiral stone,493 g,250 ml
usb_drive_nano,ITEM,secured USB drive,,
nano_fabricator_encryption_code,ITEM,nano_fabricator_encryption_code,,
lixa_data,ITEM,lixa_data,,
robofac_hardcase,ITEM,DARPA hard case,1202 g,7958 ml
fema_data,ITEM,fema_data,30 g,250 ml
godcotrader_accounting_records_dirty,ITEM,godcotrader_accounting_records_dirty,1 g,1 ml
godcotrader_accounting_records_clean,ITEM,godcotrader_accounting_records_clean,1 g,1 ml
candlestick,ITEM,candlestick,180 g,100 ml
chalice,ITEM,gold chalice,200 g,330 ml
blade,ITEM,blade,553 g,750 ml
blade_scythe,ITEM,scythe blade,1 kg,1500 ml
circsaw_blade,ITEM,circular sawblade,349 g,250 ml
tree_spile,ITEM,tree spile,11 g,50 ml
makeshift_tree_spile,ITEM,makeshift tree spile,,
egg_void_spider,ITEM,luminescent bead,55 g,50 ml
tattered_garment,ITEM,tattered_garment,1175 g,3 L
wire,ITEM,wire,151 g,100 ml
piano_wire,ITEM,piano wire,1 g,3 ml
lc_wire,ITEM,steel wire,151 g,100 ml
mc_wire,ITEM,medium steel wire,,
hc_wire,ITEM,high steel wire,,
ch_wire,ITEM,hardened steel wire,,
qt_wire,ITEM,tempered steel wire,,
wire_barbed,ITEM,barbed wire,302 g,500 ml
wire_mesh,ITEM,steel mesh,19 g,6 ml
rebar,ITEM,rebar,1245 g,159 ml
railroad_track_small,ITEM,small railroad track,40 kg,30 L
concrete,ITEM,concrete,450 g,300 ml
drum_skin,ITEM,drum skin,10 g,
torch_done,ITEM,burnt out torch,510 g,1042 ml
handflare_dead,ITEM,dead flare,39 g,250 ml
spring,ITEM,large spring,3 kg,750 ml
spring_medium,ITEM,medium spring,100 g,50 ml
spring_small,ITEM,small spring,10 g,5 ml
lawnmower,ITEM,lawnmower,28680 g,6250 ml
broketent,ITEM,damaged tent,1133 g,2500 ml
largebroketent,ITEM,large damaged tent,2266 g,10 L
element,ITEM,heating element,226 g,250 ml
crude_heating_element,ITEM,crude heating element,226 g,250 ml
thermostat,ITEM,bimetal thermostat,226 g,250 ml
household_water_heater,ITEM,household water heater,54431 g,240 L
household_water_heater_family,ITEM,family–sized household water heater,80 kg,406 L
television,ITEM,television,15 kg,20 L
household_washing_machine,ITEM,household washing machine,66 kg,500 L
household_dishwasher,ITEM,household dishwasher,41 kg,300 L
pilot_light,ITEM,pilot light,5 g,5 ml
delay_fuze,ITEM,delayed fuze,5 g,5 ml
impact_fuze,ITEM,impact fuze,5 g,1 ml
broken_kord,ITEM,Kord AK rifle (Demilled),3250 g,2418 ml
broken_robofac_camspy,ITEM,broken camspy,31520 g,15 L
broken_skitterbot,ITEM,broken skitterbot,32700 g,105 L
broken_robofac_skittergun,ITEM,broken exterminatron,32700 g,105 L
broken_robofac_hound,ITEM,broken Hub 01 HOUND,32700 g,105 L
broken_science_bot,ITEM,broken lab defense bot,100 kg,65 L
broken_nursebot,ITEM,broken nurse bot,140 kg,62500 ml
broken_grocerybot,ITEM,broken grocery bot,140 kg,62500 ml
broken_grocerybot_busted,ITEM,broken grocery bot,140 kg,62500 ml
broken_nursebot_defective,ITEM,broken nurse bot,,
broken_robofac_prototype,ITEM,broken prototype robot,140 kg,62500 ml
broken_molebot,ITEM,broken miner bot,170200 g,62500 ml
broken_mech_recon,ITEM,broken recon mech,700388 g,125 L
broken_mech_lifter,ITEM,broken mech lifter,1280388 g,250 L
broken_mech_combat,ITEM,broken combat mech,1480388 g,250 L
broken_dispatch,ITEM,broken riot dispatch,100 kg,85 L
paper,ITEM,paper,3 g,6 ml
book_binder,ITEM,book binder,200 g,640 ml
broken_dispatch_military,ITEM,broken military dispatch,100 kg,85 L
broken_manhack,ITEM,broken manhack,1500 g,750 ml
broken_grenade_hack,ITEM,broken grenade hack,2 kg,750 ml
broken_gasbomb_hack,ITEM,broken tear gas hack,2600 g,750 ml
broken_EMP_hack,ITEM,broken EMP hack,2 kg,750 ml
broken_flashbang_hack,ITEM,broken flashbang hack,1750 g,750 ml
broken_c4_hack,ITEM,broken C-4 hack,3100 g,750 ml
broken_turret_speaker,ITEM,broken loudspeaker,52 kg,50500 ml
processor,ITEM,processor board,56 g,250 ml
RAM,ITEM,RAM,18 g,18 ml
power_supply,ITEM,power converter,113 g,1 L
amplifier,ITEM,amplifier circuit,114 g,250 ml
transponder,ITEM,transponder circuit,480 g,250 ml
receiver,ITEM,signal receiver,114 g,250 ml
large_lcd_screen,ITEM,large LCD screen,13 kg,15 L
small_lcd_screen,ITEM,small LCD screen,500 g,250 ml
lens,ITEM,high-quality lens,1 g,2 ml
lens_small,ITEM,small high-quality lens,1 g,1 ml
glass_tinted,ITEM,glass_tinted,30 g,2 ml
burnt_out_bionic,ITEM,burnt out bionic,317 g,2500 ml
standard_template_construct,ITEM,nanofabricator template,317 g,250 ml
standard_template_construct_combat_exoskeleton,ITEM,nanofabricator exoskeleton template,,
debug_template,ITEM,nanofabricator template,,
template_photonics,ITEM,nanofabricator template (silicon photonics),,
template_armor,ITEM,nanofabricator template (UHMWPE),,
antenna,ITEM,antenna,68 g,250 ml
motor_micro,ITEM,micro electric motor,125 g,25 ml
circuit,ITEM,circuit board,26 g,15 ml
e_scrap,ITEM,electronic scrap,14 g,5 ml
radio_repeater_mod,ITEM,radio repeater mod,2100 g,2 L
fan,ITEM,desk fan,1588 g,19265 ml
ceramic_armor,ITEM,ceramic armor plate,362 g,500 ml
fish_bowl,ITEM,fishbowl,8 kg,8500 ml
pipe_cleaner,ITEM,pipe cleaner,50 g,250 ml
clock,ITEM,clock,725 g,250 ml
clockworks,ITEM,clockworks,50 g,50 ml
mirror,ITEM,hand mirror,300 g,750 ml
manhole_cover,ITEM,manhole cover,115 kg,20 L
pine_bough,ITEM,pine bough,220 g,500 ml
pinecone,ITEM,pinecone,200 g,250 ml
brew_sake_koji_active,ITEM,brew_sake_koji_active,200 g,250 ml
sake_koji_rice,ITEM,sake_koji_rice,200 g,250 ml
young_koji_active,ITEM,young_koji_active,200 g,250 ml
young_koji_done,ITEM,young_koji_done,200 g,250 ml
soy_wheat_dough_active,ITEM,soy_wheat_dough_active,550 g,500 ml
soy_wheat_dough_done,ITEM,soy_wheat_dough_done,550 g,500 ml
poppy_bud,ITEM,poppy bud,30 g,5 ml
sunflower,ITEM,sunflower,450 g,1500 ml
chamomile,ITEM,chamomile,10 g,20 ml
lotus,ITEM,lotus flower,20 g,250 ml
spurge,ITEM,spurge,50 g,250 ml
bouquet,ITEM,bouquet,300 g,4500 ml
dog_tag_dog,ITEM,dog_tag_dog,1 g,1 ml
clay_lump,ITEM,lump of clay,530 g,250 ml
clay_kaolin,ITEM,lump of kaolin clay,660 g,250 ml
brick,ITEM,brick,969 g,500 ml
mortar_build,ITEM,mortar_build,2340 g,1 L
mortar_lime,ITEM,mortar_lime,2340 g,1 L
soft_adobe_brick_active,ITEM,soft adobe brick,11500 g,8000 ml
adobe_brick,ITEM,adobe brick,10000 g,8000 ml
mortar_adobe,ITEM,mortar_adobe,2340 g,1 L
tanbark,ITEM,piece of tanbark,,
birchbark,ITEM,piece of birchbark,,
willowbark,ITEM,piece of willowbark,,
sassafras_root,ITEM,sassafras_root,85 g,109 ml
diamond,ITEM,diamond,200 mg,6 ml
garnet,ITEM,garnet,200 mg,6 ml
amethyst,ITEM,amethyst,,
aquamarine,ITEM,aquamarine,,
emerald,ITEM,emerald,,
alexandrite,ITEM,alexandrite,,
malachite,ITEM,malachite,,
pearl,ITEM,pearl,,
ruby,ITEM,ruby,,
peridot,ITEM,peridot,,
sapphire,ITEM,sapphire,,
opal,ITEM,opal,,
tourmaline,ITEM,tourmaline,,
citrine,ITEM,citrine,,
blue_topaz,ITEM,topaz,,
onyx,ITEM,onyx,,
straw_pile,ITEM,pile of straw,34 g,250 ml
straw_doll,ITEM,straw doll,80 g,500 ml
pillow,ITEM,pillow,1210 g,9 L
makeshift_pillow,ITEM,makeshift pillow,1210 g,11 L
bodypillow,ITEM,body pillow,2317 g,50 L
down_pillow,ITEM,down-filled pillow,1260 g,10 L
pouch_autoclave,ITEM,autoclave pouch,2 g,1 ml
cigar_lit,ITEM,cigar,9 g,15 ml
cigar_butt,ITEM,cigar butt,1 g,1 ml
cig_lit,ITEM,cigarette,1 g,4 ml
cig_butt,ITEM,cigarette butt,1 g,1 ml
joint_lit,ITEM,joint,1 g,4 ml
joint_roach,ITEM,joint roach,1 g,1 ml
cannabis,ITEM,cannabis plant,420 g,1 L
tobacco_raw,ITEM,tobacco_raw,100 g,250 ml
cash_card,ITEM,cash card,,
robofac_test_data,ITEM,prototype I/O recorder,,
module_meteorologist,ITEM,drone memory bank,,
gasdiscount_silver,ITEM,silver gas discount card,,
gasdiscount_gold,ITEM,gold gas discount card,,
gasdiscount_platinum,ITEM,platinum gas discount card,,
neoprene,ITEM,neoprene patch,3 g,23 ml
light_bulb,ITEM,light bulb,10 g,250 ml
shrapnel,ITEM,shrapnel,5 g,20 ml
clay_pot_flower,ITEM,clay flower pot,480 g,2500 ml
plastic_pot_flower,ITEM,plastic flower pot,190 g,2500 ml
fluid_preserved_brain,ITEM,fluid-preserved brain,365 g,3 L
evaporator_coil,ITEM,evaporator coil,20 kg,2 L
condensor_coil,ITEM,condensor coil,20 kg,2 L
refrigerant_tank,ITEM,refrigerant tank,410 g,1 L
hard_steel_armor,ITEM,hard steel plate,1500 g,500 ml
steel_armor,ITEM,steel plate,1000 g,500 ml
lock,ITEM,small lock and key,5 g,20 ml
craft,ITEM,in-progress craft,1 g,250 ml
disassembly,ITEM,in-progress disassembly,1 g,250 ml
spare_tire_carrier,ITEM,spare tire carrier,5 kg,5 L
amplifier_head,ITEM,amplifier head,11339 g,3 L
broken_turret,ITEM,broken turret,72650 g,30 L
broken_turret_riot,ITEM,broken riot control turret,,
broken_turret_rifle,ITEM,broken M249 autonomous CROWS II,75 kg,
broken_turret_rifle_balthazar,ITEM,broken M249 autonomous CROWS II,,
broken_crows_m240,ITEM,broken M240 autonomous CROWS II,75 kg,
broken_turret_bmg,ITEM,broken M2 autonomous CROWS II,100 kg,
